Campaign,Campaign Type,Budget,Bid Strategy Type,Campaign Status,Networks,Languages,Location,Location Target Type
PT · alentejo,Search,1.64,Manual CPC,Paused,Google search,Portuguese,"Alentejo, Portugal",People in or regularly in your targeted locations
